Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
female,0,1,0,12,1,dsl,0,0,0,month-to-month,electronic check,51.25,612.1,0
female,1,1,0,68,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),89.6,6127.6,1
male,0,1,1,69,1,fiber optic,0,1,1,two year,credit card (automatic),95.2,6671.7,0
male,1,0,1,56,1,fiber optic,1,0,1,one year,credit card (automatic),94.8,5264.3,0
female,1,0,0,4,1,fiber optic,1,0,0,month-to-month,electronic check,80.25,303.7,0
male,0,1,0,64,1,dsl,0,1,1,two year,bank transfer (automatic),76.1,4818.8,0
male,0,1,0,59,1,fiber optic,1,0,1,one year,electronic check,110.15,6448.05,1
male,0,1,1,62,1,fiber optic,1,1,1,two year,bank transfer (automatic),115.55,7159.05,0
male,0,1,1,63,1,no,0,0,0,two year,credit card (automatic),24.65,1574.5,0
female,0,0,0,53,1,dsl,1,1,1,one year,electronic check,53.6,2879.2,0
male,0,1,1,5,1,no,0,0,0,month-to-month,mailed check,19.45,86.05,0
male,1,1,0,49,1,fiber optic,1,0,0,month-to-month,electronic check,88.2,4159.45,0
female,0,1,1,62,1,fiber optic,1,0,1,two year,bank transfer (automatic),101.15,6638.35,0
female,0,1,0,55,1,dsl,1,1,0,two year,mailed check,56.8,3112.05,0
female,1,1,0,71,1,fiber optic,1,1,1,two year,electronic check,99.4,7168.25,0
female,0,1,1,72,1,no,0,0,0,two year,credit card (automatic),20.1,1326.25,0
male,0,1,1,36,1,dsl,1,1,1,one year,credit card (automatic),60.7,2234.55,0
male,0,1,0,25,1,no,0,0,0,one year,bank transfer (automatic),20.95,495.15,0
female,1,1,0,72,1,fiber optic,1,1,1,two year,bank transfer (automatic),114.85,8317.95,0
female,0,0,0,36,1,no,0,0,0,one year,bank transfer (automatic),19.25,679.8,0
male,0,0,0,1,1,dsl,0,0,1,month-to-month,mailed check,62.8,62.8,0
female,0,1,0,72,1,fiber optic,1,0,1,two year,electronic check,105.5,7544.0,0
male,0,1,1,59,1,no,0,0,0,two year,mailed check,19.85,1188.25,0
male,1,1,0,7,1,fiber optic,0,0,1,month-to-month,electronic check,89.5,676.7,1
female,0,0,0,1,1,dsl,0,1,1,one year,credit card (automatic),74.1,74.1,0
female,0,1,1,30,1,fiber optic,0,1,1,month-to-month,electronic check,107.5,3242.5,0
male,0,0,0,64,1,no,0,0,0,two year,mailed check,19.55,1240.15,0
male,0,0,0,63,1,dsl,1,1,0,one year,bank transfer (automatic),68.8,4111.35,0
male,1,1,0,72,1,dsl,1,0,1,two year,credit card (automatic),84.45,5899.85,0
male,0,1,0,8,1,fiber optic,1,0,0,month-to-month,electronic check,75.0,632.95,1
female,0,0,0,62,1,dsl,0,1,1,two year,bank transfer (automatic),84.5,5193.2,0
male,0,1,1,67,1,fiber optic,0,1,1,two year,bank transfer (automatic),111.2,7530.8,0
male,0,0,0,6,1,dsl,0,0,0,month-to-month,electronic check,44.75,270.95,1
female,0,1,1,70,1,dsl,1,1,1,two year,bank transfer (automatic),80.6,5460.2,0
female,1,0,0,20,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),80.7,1614.2,0
female,0,0,0,5,1,fiber optic,0,0,0,month-to-month,electronic check,75.6,402.5,0
female,0,1,1,24,1,dsl,1,0,1,one year,electronic check,57.6,1367.75,0
female,0,1,0,11,1,dsl,0,0,0,month-to-month,electronic check,44.05,483.7,1
male,0,1,0,72,1,fiber optic,0,1,1,two year,credit card (automatic),110.6,7962.2,0
female,0,1,1,66,1,dsl,1,1,0,two year,credit card (automatic),58.2,3810.8,0
female,0,1,1,45,1,dsl,1,1,1,two year,mailed check,81.0,3533.6,0
female,0,1,1,69,1,no,0,0,0,two year,bank transfer (automatic),19.7,1396.9,0
male,1,1,0,15,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.6,1345.55,1
female,0,0,0,28,1,dsl,0,0,1,month-to-month,bank transfer (automatic),59.55,1646.45,0
female,0,0,0,70,1,fiber optic,1,1,1,one year,credit card (automatic),115.55,8127.6,1
female,0,0,0,36,1,dsl,1,1,0,one year,mailed check,75.55,2680.15,0
male,1,0,0,16,1,fiber optic,0,0,1,month-to-month,electronic check,86.6,1281.0,1
female,0,0,0,18,1,fiber optic,0,0,1,month-to-month,electronic check,85.2,1553.9,1
female,0,1,0,34,1,fiber optic,0,0,1,month-to-month,electronic check,97.65,3207.55,1
male,0,1,1,42,1,dsl,0,0,0,one year,credit card (automatic),45.1,2049.05,0
male,0,0,0,48,1,dsl,1,1,0,one year,bank transfer (automatic),70.95,3629.2,0
male,0,1,0,47,1,fiber optic,0,1,1,month-to-month,electronic check,109.55,5124.55,1
female,0,1,1,39,1,fiber optic,0,1,0,one year,electronic check,89.55,3474.45,1
female,0,1,1,11,1,no,0,0,0,two year,credit card (automatic),20.9,202.3,0
male,0,0,0,7,1,no,0,0,0,month-to-month,mailed check,19.95,147.5,0
female,0,0,0,3,1,no,0,0,0,month-to-month,mailed check,24.6,86.35,0
male,0,0,0,8,1,dsl,1,0,0,month-to-month,electronic check,66.7,579.0,0
male,0,0,1,1,1,no,0,0,0,month-to-month,mailed check,19.45,19.45,1
male,0,1,1,32,1,fiber optic,1,0,0,one year,mailed check,94.8,3131.55,0
male,0,1,1,60,1,dsl,1,1,0,one year,bank transfer (automatic),65.85,3928.3,0
female,0,1,0,10,1,no,0,0,0,month-to-month,bank transfer (automatic),19.95,187.75,0
female,0,1,0,71,1,no,0,0,0,two year,bank transfer (automatic),24.65,1710.15,0
female,0,1,1,4,1,no,0,0,0,month-to-month,mailed check,20.35,76.35,1
female,1,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,69.25,69.25,1
female,0,1,1,43,1,dsl,1,1,1,one year,bank transfer (automatic),51.25,2151.6,0
male,0,1,0,59,1,fiber optic,0,0,1,one year,bank transfer (automatic),99.5,5961.1,1
female,0,1,0,23,1,dsl,0,1,0,month-to-month,electronic check,54.25,1221.55,0
female,0,1,0,72,1,no,0,0,0,two year,bank transfer (automatic),19.4,1496.45,0
male,0,1,0,22,1,dsl,1,1,0,one year,credit card (automatic),56.25,1292.2,0
female,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,25.15,25.15,0
male,0,0,0,69,1,no,0,0,0,two year,bank transfer (automatic),23.95,1713.1,0
male,0,0,0,50,1,dsl,1,1,0,one year,mailed check,35.4,1748.9,0
female,1,0,0,1,1,dsl,0,0,0,month-to-month,electronic check,25.2,25.2,1
male,0,0,0,2,1,dsl,0,0,0,month-to-month,mailed check,45.0,96.45,1
female,0,1,0,15,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),75.35,1114.55,0
male,0,0,0,31,1,no,0,0,0,two year,bank transfer (automatic),20.4,609.1,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.15,20.15,1
male,0,1,0,66,1,fiber optic,0,0,1,month-to-month,credit card (automatic),105.0,7133.25,1
female,0,1,1,0,1,dsl,1,1,1,two year,credit card (automatic),56.05,56.05,0
male,0,0,1,3,1,dsl,0,0,1,month-to-month,credit card (automatic),54.7,169.45,1
female,0,0,0,8,1,no,0,0,0,two year,mailed check,20.0,141.6,0
male,0,1,1,64,1,dsl,1,0,1,one year,credit card (automatic),73.05,4688.65,0
female,0,1,0,28,1,no,0,0,0,month-to-month,mailed check,20.5,563.05,0
female,0,1,0,57,1,fiber optic,0,0,1,one year,credit card (automatic),100.75,5985.0,0
female,0,1,1,14,1,fiber optic,0,0,0,month-to-month,electronic check,87.25,1258.6,1
male,0,0,0,19,1,no,0,0,0,two year,mailed check,19.95,373.5,0
male,0,1,0,10,1,fiber optic,0,0,1,month-to-month,electronic check,79.95,857.2,1
female,0,1,0,51,1,dsl,0,0,1,month-to-month,electronic check,49.65,2553.35,0
female,0,1,0,67,1,dsl,1,0,0,two year,mailed check,65.65,4322.85,0
male,0,1,1,11,1,no,0,0,0,month-to-month,electronic check,20.45,250.8,0
male,0,1,1,72,1,dsl,1,1,1,two year,bank transfer (automatic),60.95,4549.05,0
male,0,1,1,66,1,no,0,0,0,one year,electronic check,20.35,1359.5,0
female,0,0,0,18,1,fiber optic,0,1,1,month-to-month,electronic check,88.35,1639.3,1
female,0,0,0,9,1,no,0,0,0,month-to-month,electronic check,19.5,178.85,0
female,0,0,0,9,1,fiber optic,0,0,0,month-to-month,credit card (automatic),75.2,633.85,0
male,0,1,0,48,1,fiber optic,1,0,1,month-to-month,bank transfer (automatic),111.45,5315.1,0
male,0,0,0,10,1,fiber optic,0,0,0,month-to-month,mailed check,70.15,735.5,0
female,0,0,0,9,1,fiber optic,0,0,1,month-to-month,electronic check,94.75,889.9,1
female,1,0,0,13,1,fiber optic,0,0,1,month-to-month,electronic check,95.05,1290.0,1
male,0,0,0,4,1,fiber optic,0,0,0,month-to-month,electronic check,78.45,330.05,1
male,0,0,0,4,1,fiber optic,0,0,0,month-to-month,electronic check,70.2,237.95,1
female,0,1,0,72,1,dsl,1,1,1,two year,bank transfer (automatic),92.0,6474.4,0
female,0,1,1,51,1,dsl,1,1,1,two year,credit card (automatic),85.5,4421.95,0
male,0,1,0,59,1,dsl,0,0,0,month-to-month,bank transfer (automatic),41.05,2452.7,1
male,0,1,0,10,1,fiber optic,0,0,1,month-to-month,electronic check,85.6,813.85,1
male,1,1,0,61,1,fiber optic,0,0,0,month-to-month,electronic check,82.15,4904.85,0
male,0,0,0,54,1,fiber optic,1,1,0,one year,electronic check,84.4,4484.05,0
female,0,0,0,33,1,dsl,1,0,0,month-to-month,mailed check,60.9,2033.85,0
female,0,0,0,27,1,no,0,0,0,two year,bank transfer (automatic),20.25,538.2,0
female,1,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,79.2,79.2,1
male,0,0,0,23,1,fiber optic,0,0,1,month-to-month,mailed check,95.3,2192.9,0
male,0,0,1,1,1,no,0,0,0,month-to-month,mailed check,19.85,19.85,0
male,0,1,1,45,1,dsl,1,1,1,two year,mailed check,84.35,3858.05,0
female,0,1,1,39,1,no,0,0,0,two year,bank transfer (automatic),19.85,854.8,0
male,0,0,0,5,1,dsl,0,0,1,one year,mailed check,70.0,347.4,1
male,0,1,1,72,1,dsl,1,1,1,two year,bank transfer (automatic),82.3,5815.15,0
female,0,1,1,58,1,dsl,0,0,1,month-to-month,bank transfer (automatic),66.8,3970.4,0
female,0,0,0,70,1,dsl,1,1,0,two year,bank transfer (automatic),44.6,3058.15,0
male,0,1,1,61,1,fiber optic,0,1,1,one year,bank transfer (automatic),98.45,6145.2,0
male,0,0,0,2,1,fiber optic,0,0,0,month-to-month,mailed check,70.7,129.2,0
female,0,1,1,46,1,no,0,0,0,one year,mailed check,24.95,1165.9,0
female,0,0,0,1,1,dsl,0,0,0,month-to-month,bank transfer (automatic),49.95,49.95,1
female,0,1,0,22,1,fiber optic,0,0,0,month-to-month,electronic check,69.25,1554.0,1
female,0,0,0,48,1,fiber optic,1,1,1,two year,credit card (automatic),102.5,4904.25,0
male,0,0,0,64,1,dsl,0,1,1,two year,credit card (automatic),86.55,5632.55,0
male,0,1,1,72,1,no,0,0,0,two year,bank transfer (automatic),24.3,1643.25,0
female,0,1,1,12,1,dsl,0,0,1,month-to-month,credit card (automatic),58.35,740.55,0
female,1,1,0,34,1,fiber optic,0,0,0,month-to-month,electronic check,94.25,3217.55,1
female,0,1,1,72,1,dsl,1,0,0,two year,credit card (automatic),68.75,4888.2,0
male,0,1,0,29,1,fiber optic,0,0,0,month-to-month,electronic check,85.8,2440.25,0
male,0,1,1,33,1,no,0,0,0,one year,credit card (automatic),20.1,620.55,0
female,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.35,20.35,0
female,0,1,1,62,1,fiber optic,0,1,1,one year,electronic check,110.8,6840.95,0
male,0,1,0,41,1,dsl,0,0,1,one year,electronic check,73.0,3001.2,1
female,0,0,0,64,1,fiber optic,0,0,1,one year,credit card (automatic),100.05,6254.2,1
female,0,0,0,4,1,fiber optic,0,0,0,month-to-month,credit card (automatic),82.85,319.6,0
female,0,0,0,24,1,fiber optic,1,1,0,month-to-month,electronic check,84.35,1938.05,0
female,0,1,1,14,1,no,0,0,0,one year,mailed check,19.55,294.5,0
male,0,0,1,3,1,no,0,0,0,month-to-month,mailed check,19.95,58.3,0
female,1,0,0,4,1,fiber optic,0,0,1,month-to-month,credit card (automatic),99.8,442.85,1
female,0,0,1,18,1,dsl,0,0,0,month-to-month,electronic check,35.0,553.0,1
male,0,0,0,8,1,dsl,0,0,1,month-to-month,electronic check,66.25,546.45,0
female,0,0,0,35,1,no,0,0,0,two year,bank transfer (automatic),23.3,797.1,0
female,0,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,76.0,76.0,1
male,0,0,1,66,1,no,0,0,0,two year,credit card (automatic),25.3,1673.8,0
male,0,0,1,8,1,dsl,1,1,0,two year,mailed check,44.55,343.45,0
female,0,1,0,71,1,fiber optic,1,0,1,one year,credit card (automatic),104.1,7412.25,0
female,0,1,1,43,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),92.55,4039.0,0
female,1,0,0,2,1,fiber optic,0,0,1,month-to-month,electronic check,93.85,170.85,1
male,1,0,0,29,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),101.45,2948.6,0
female,0,1,0,15,1,fiber optic,0,0,1,month-to-month,electronic check,84.3,1308.4,1
male,0,1,1,65,1,fiber optic,1,1,0,two year,credit card (automatic),94.55,6078.75,0
male,0,0,0,35,1,fiber optic,0,1,1,month-to-month,electronic check,95.5,3418.2,0
male,0,0,0,64,1,fiber optic,1,0,1,one year,credit card (automatic),100.3,6603.8,0
female,0,1,1,58,1,dsl,0,1,1,two year,credit card (automatic),55.5,3166.9,0
female,1,0,0,18,1,dsl,0,0,0,month-to-month,credit card (automatic),49.85,865.75,0
male,0,1,1,67,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),89.55,6373.1,0
male,0,1,1,63,1,no,0,0,0,two year,mailed check,19.15,1177.05,0
female,0,1,0,60,1,fiber optic,0,0,1,month-to-month,electronic check,99.8,5985.75,0
male,1,0,0,9,1,fiber optic,0,0,0,month-to-month,credit card (automatic),84.4,732.5,1
female,0,1,1,70,1,fiber optic,1,1,1,two year,credit card (automatic),113.05,7869.05,0
male,0,1,0,15,1,fiber optic,0,0,1,month-to-month,electronic check,101.1,1504.05,1
female,0,0,1,48,1,no,0,0,0,one year,mailed check,19.95,936.7,0
male,0,1,0,12,1,dsl,0,1,1,month-to-month,electronic check,74.15,741.4,0
male,1,1,0,71,1,fiber optic,1,1,0,one year,electronic check,92.0,6585.2,0
male,1,0,0,44,1,fiber optic,0,0,0,month-to-month,electronic check,73.85,3122.4,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,electronic check,50.45,50.45,1
male,0,1,1,45,1,no,0,0,0,two year,mailed check,24.45,1088.25,0
female,0,0,0,23,1,no,0,0,0,one year,credit card (automatic),24.8,615.35,0
female,0,1,0,43,1,dsl,0,1,1,one year,bank transfer (automatic),64.85,2908.2,0
male,0,0,0,35,1,no,0,0,0,month-to-month,bank transfer (automatic),20.75,739.9,0
male,0,1,0,9,1,dsl,1,1,1,month-to-month,mailed check,68.95,593.85,0
male,0,0,0,12,1,fiber optic,0,1,1,month-to-month,mailed check,99.95,1132.75,1
female,1,1,0,65,1,fiber optic,1,0,1,month-to-month,credit card (automatic),109.4,7227.45,0
female,0,0,0,2,1,fiber optic,0,0,1,month-to-month,electronic check,91.4,193.6,1
male,0,0,0,27,1,dsl,0,0,0,month-to-month,mailed check,49.0,1291.35,0
female,0,0,0,40,1,dsl,0,0,0,one year,mailed check,50.25,2023.55,0
female,1,0,0,5,1,fiber optic,0,0,0,month-to-month,credit card (automatic),75.55,349.65,1
male,0,1,1,8,1,no,0,0,0,one year,credit card (automatic),19.9,153.95,0
female,1,1,0,58,1,fiber optic,0,0,1,one year,bank transfer (automatic),97.8,5458.8,0
female,0,1,1,52,1,fiber optic,1,0,1,one year,electronic check,100.3,5244.45,0
male,0,1,0,3,1,dsl,0,1,0,month-to-month,mailed check,55.8,154.55,0
male,0,0,1,41,1,fiber optic,1,1,1,two year,electronic check,111.15,4507.15,0
male,0,0,0,20,1,fiber optic,0,1,1,month-to-month,mailed check,98.55,2031.95,0
male,0,0,1,1,1,dsl,0,0,0,month-to-month,electronic check,50.05,50.05,0
male,0,0,1,4,1,fiber optic,0,1,0,month-to-month,credit card (automatic),80.8,332.45,1
male,0,0,0,23,1,no,0,0,0,month-to-month,electronic check,20.85,473.9,0
female,1,0,0,6,1,no,0,0,0,month-to-month,bank transfer (automatic),19.5,106.8,0
male,0,1,1,8,1,no,0,0,0,month-to-month,mailed check,19.35,152.6,0
male,0,0,0,18,1,dsl,1,0,1,month-to-month,mailed check,69.5,1199.4,0
male,1,0,0,52,1,dsl,1,0,1,month-to-month,credit card (automatic),48.8,2555.05,0
male,0,0,0,31,1,fiber optic,0,0,1,month-to-month,electronic check,94.5,2979.2,0
male,0,1,1,29,1,no,0,0,0,month-to-month,mailed check,20.65,654.85,0
female,0,1,0,36,1,fiber optic,1,1,0,two year,credit card (automatic),106.05,3834.4,0
female,0,1,0,16,1,fiber optic,0,0,1,month-to-month,electronic check,100.0,1534.75,1
male,0,1,0,42,1,fiber optic,0,1,1,one year,electronic check,108.3,4586.15,0
male,0,0,0,1,1,no,0,0,0,month-to-month,electronic check,20.55,20.55,1
female,0,0,0,60,1,fiber optic,0,0,1,two year,electronic check,99.65,5941.05,0
male,0,0,0,5,1,fiber optic,0,0,0,month-to-month,electronic check,85.3,424.15,1
male,0,1,0,22,1,fiber optic,1,1,1,month-to-month,credit card (automatic),95.9,2234.95,0
male,0,1,0,36,1,no,0,0,0,one year,mailed check,20.0,666.75,0
female,0,0,0,4,1,fiber optic,0,0,0,month-to-month,electronic check,70.4,281.0,1
male,0,0,0,9,1,dsl,1,1,0,month-to-month,mailed check,64.95,547.8,0
male,0,1,1,1,1,fiber optic,0,0,0,month-to-month,credit card (automatic),74.6,74.6,0
male,0,1,1,12,1,dsl,1,0,0,month-to-month,electronic check,49.2,571.15,0
female,0,0,0,23,1,dsl,0,1,1,one year,mailed check,73.75,1756.6,0
male,0,0,0,62,1,fiber optic,1,0,0,one year,bank transfer (automatic),92.3,5731.45,0
male,0,0,0,37,1,fiber optic,0,1,1,month-to-month,bank transfer (automatic),98.8,3475.55,1
female,0,0,0,8,1,no,0,0,0,month-to-month,mailed check,19.2,156.85,0
male,0,1,0,31,1,fiber optic,0,0,1,month-to-month,credit card (automatic),88.65,2683.2,0
male,0,1,1,13,1,fiber optic,0,0,0,month-to-month,credit card (automatic),74.4,896.75,1
female,0,0,0,24,1,fiber optic,0,0,1,month-to-month,electronic check,98.75,2407.3,1
male,0,1,1,45,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),95.95,4456.65,0
female,1,1,0,69,1,fiber optic,0,1,1,two year,credit card (automatic),105.4,6998.95,0
male,0,0,0,2,1,no,0,0,0,month-to-month,mailed check,20.25,36.8,0
male,0,1,1,61,1,fiber optic,1,0,1,one year,electronic check,106.0,6547.7,1
male,0,0,0,41,1,fiber optic,0,0,1,month-to-month,electronic check,104.7,4346.4,1
female,0,0,0,44,1,dsl,0,0,1,one year,electronic check,49.05,2265.0,0
male,0,0,0,39,1,dsl,0,1,0,one year,mailed check,35.55,1309.15,0
male,0,1,1,72,1,dsl,1,1,1,two year,credit card (automatic),65.1,4754.3,0
female,1,0,0,13,1,fiber optic,0,0,1,month-to-month,electronic check,96.85,1235.55,0
female,0,1,1,51,1,dsl,1,1,0,one year,credit card (automatic),69.75,3562.5,0
female,1,1,0,71,1,fiber optic,0,0,1,two year,electronic check,99.2,7213.75,0
male,1,0,0,22,1,fiber optic,0,0,1,month-to-month,electronic check,96.7,2082.95,1
female,0,0,0,2,1,dsl,0,1,0,month-to-month,credit card (automatic),55.05,102.75,1
female,0,0,0,56,1,fiber optic,0,0,1,one year,electronic check,106.8,5914.4,0
male,0,0,0,1,1,dsl,1,0,0,month-to-month,mailed check,51.25,51.25,0
female,0,1,1,23,1,dsl,1,1,0,one year,mailed check,57.75,1282.85,0
female,1,1,0,66,1,dsl,0,0,1,one year,bank transfer (automatic),70.85,4738.85,0
female,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,19.55,19.55,0
male,1,0,0,19,1,fiber optic,0,0,1,month-to-month,electronic check,88.2,1775.8,1
male,0,0,0,11,1,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.5,795.65,0
female,0,1,1,8,1,no,0,0,0,one year,mailed check,19.75,145.0,1
female,0,1,1,52,1,fiber optic,1,0,0,month-to-month,bank transfer (automatic),98.15,4993.4,0
male,0,0,0,3,1,no,0,0,0,month-to-month,electronic check,20.25,61.45,0
female,0,1,1,51,1,fiber optic,1,0,0,month-to-month,bank transfer (automatic),79.15,4018.55,0
male,1,0,0,15,1,fiber optic,0,0,0,month-to-month,electronic check,75.65,1146.65,1
male,1,1,0,64,1,fiber optic,0,0,0,month-to-month,electronic check,94.25,6081.4,0
female,0,0,0,37,1,dsl,0,0,0,month-to-month,credit card (automatic),40.2,1478.85,0
male,0,0,0,13,1,no,0,0,0,two year,mailed check,19.95,243.65,0
male,0,1,0,49,1,dsl,1,0,0,one year,electronic check,55.35,2633.95,0
female,1,0,0,45,1,fiber optic,0,0,1,one year,bank transfer (automatic),102.15,4735.35,0
female,0,0,0,18,1,fiber optic,0,0,0,month-to-month,electronic check,71.1,1247.75,0
male,1,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,74.7,74.7,1
male,0,1,0,68,1,dsl,1,0,1,two year,bank transfer (automatic),54.1,3794.5,0
male,0,0,0,54,1,no,0,0,0,two year,credit card (automatic),19.65,1008.7,0
female,1,1,1,23,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),88.45,2130.55,0
male,0,0,0,17,1,fiber optic,0,0,0,month-to-month,electronic check,76.65,1313.55,1
male,0,1,0,71,1,dsl,1,1,0,two year,credit card (automatic),80.4,5727.15,0
female,0,1,1,67,1,no,0,0,0,two year,bank transfer (automatic),19.25,1372.9,0
female,0,1,1,14,1,fiber optic,0,0,1,month-to-month,electronic check,84.8,1203.9,0
female,1,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,25.8,25.8,1
female,0,0,1,63,1,no,0,0,0,two year,credit card (automatic),19.5,1215.1,0
female,0,0,0,41,1,dsl,0,1,0,one year,electronic check,68.6,2877.05,0
female,0,1,0,17,1,fiber optic,0,0,1,month-to-month,electronic check,92.6,1579.7,0
male,0,1,0,56,1,fiber optic,1,0,1,one year,electronic check,100.55,5514.95,0
female,0,0,0,5,1,no,0,0,0,month-to-month,credit card (automatic),20.55,96.1,0
female,0,0,0,2,1,dsl,1,0,0,month-to-month,electronic check,42.6,72.4,1
female,0,1,0,3,1,no,0,0,0,month-to-month,mailed check,19.6,55.25,0
male,0,0,0,37,1,dsl,1,1,0,one year,electronic check,67.45,2443.3,0
female,0,0,0,29,1,dsl,1,0,0,month-to-month,bank transfer (automatic),68.85,1970.5,1
male,0,0,0,8,1,dsl,0,0,0,month-to-month,mailed check,43.55,335.4,0
female,0,0,0,63,1,fiber optic,0,1,1,month-to-month,credit card (automatic),109.85,7002.95,0
female,0,1,1,7,1,no,0,0,0,month-to-month,mailed check,20.65,158.95,0
female,0,0,0,3,1,fiber optic,0,0,1,month-to-month,electronic check,95.4,293.15,0
male,0,1,1,72,1,no,0,0,0,two year,bank transfer (automatic),21.0,1493.75,0
female,0,0,0,19,1,dsl,0,0,0,month-to-month,electronic check,56.2,1093.4,0
female,0,1,0,59,1,no,0,0,0,two year,bank transfer (automatic),18.4,1057.85,0
male,0,1,1,2,1,fiber optic,0,1,0,month-to-month,credit card (automatic),90.0,190.05,1
female,0,1,1,35,1,no,0,0,0,month-to-month,electronic check,25.75,882.55,0
male,0,0,0,14,1,no,0,0,0,month-to-month,credit card (automatic),19.6,300.4,0
female,0,0,0,14,1,fiber optic,0,0,0,month-to-month,electronic check,75.35,1025.95,1
female,0,1,1,69,1,no,0,0,0,two year,credit card (automatic),19.8,1436.95,0
male,1,1,0,7,1,dsl,1,1,0,month-to-month,electronic check,64.2,475.0,0
male,0,1,1,69,1,dsl,1,1,1,two year,bank transfer (automatic),75.75,5388.15,0
female,0,1,1,72,1,dsl,0,1,1,two year,electronic check,78.95,5730.15,0
male,0,0,0,8,1,fiber optic,0,0,1,month-to-month,electronic check,100.85,819.55,1
female,0,1,1,4,1,dsl,1,0,0,month-to-month,electronic check,50.3,217.1,0
male,0,1,1,63,1,fiber optic,0,0,0,month-to-month,credit card (automatic),80.3,4896.35,0
male,0,0,0,72,1,no,0,0,0,two year,bank transfer (automatic),19.85,1434.1,0
female,0,0,0,46,1,no,0,0,0,two year,electronic check,21.1,937.1,0
female,0,1,0,5,1,fiber optic,0,0,0,month-to-month,electronic check,69.95,330.15,1
male,0,1,0,30,1,dsl,0,0,0,month-to-month,mailed check,50.0,1474.9,0
male,0,0,0,63,1,fiber optic,0,0,1,two year,bank transfer (automatic),104.75,6536.5,0
female,0,0,0,60,1,no,0,0,0,two year,bank transfer (automatic),19.85,1128.1,0
female,0,1,0,63,1,fiber optic,0,0,1,one year,electronic check,107.5,6873.75,1
male,0,1,1,25,1,fiber optic,0,1,1,month-to-month,electronic check,85.9,2199.05,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,45.85,45.85,1
male,1,1,0,6,1,fiber optic,0,0,0,month-to-month,electronic check,80.8,457.1,0
male,0,0,0,22,1,no,0,0,0,two year,mailed check,25.25,566.5,0
female,0,1,1,31,1,dsl,0,1,1,two year,bank transfer (automatic),80.55,2471.6,0
female,0,1,1,39,1,fiber optic,0,1,0,month-to-month,bank transfer (automatic),81.5,3107.3,0
male,0,0,0,26,1,no,0,0,0,month-to-month,mailed check,20.9,518.3,0
female,0,1,0,53,1,fiber optic,1,0,1,one year,bank transfer (automatic),106.1,5769.75,1
female,0,0,0,1,1,fiber optic,0,1,1,month-to-month,electronic check,91.7,91.7,1
male,0,0,0,12,1,dsl,1,1,0,month-to-month,electronic check,67.25,832.3,0
female,0,0,0,16,1,fiber optic,0,0,0,month-to-month,credit card (automatic),95.6,1555.65,1
female,0,0,0,2,1,no,0,0,0,month-to-month,mailed check,20.35,45.3,0
male,0,0,1,39,1,dsl,1,1,1,one year,bank transfer (automatic),45.05,1790.6,0
male,0,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,74.95,74.95,1
female,0,1,1,7,1,dsl,1,1,0,month-to-month,mailed check,34.65,246.6,0
male,1,0,0,4,1,fiber optic,0,0,0,month-to-month,electronic check,69.35,261.65,0
male,1,0,0,10,1,fiber optic,0,0,1,month-to-month,electronic check,95.35,898.35,1
female,0,0,0,55,1,fiber optic,0,0,0,month-to-month,electronic check,81.55,4509.5,0
male,0,1,1,72,1,dsl,0,0,1,two year,bank transfer (automatic),75.4,5480.25,0
female,0,1,0,10,1,dsl,0,0,1,month-to-month,credit card (automatic),67.8,653.15,0
male,1,0,0,11,1,fiber optic,0,1,1,month-to-month,electronic check,111.4,1183.05,0
female,0,1,1,15,1,dsl,0,0,0,month-to-month,electronic check,46.3,639.45,0
female,0,1,1,23,1,no,0,0,0,two year,bank transfer (automatic),20.4,478.75,0
male,0,0,1,1,1,no,0,0,0,month-to-month,mailed check,20.05,20.05,0
female,1,0,0,3,1,dsl,0,0,0,month-to-month,electronic check,45.0,127.1,1
male,0,1,1,47,1,fiber optic,1,0,0,one year,electronic check,96.1,4391.45,0
